city,type,company_id,company_name,sector,registered_address,address_confidence
sydney,Private company,priv-ara,ARA,Property & facility services,"83 Alexander Street, Crows Nest NSW 2065",google_maps
sydney,Private company,priv-teachers-health-fund,Teachers Health Fund,Private health insurance,"260 Elizabeth Street, Surry Hills NSW 2010",high
sydney,Private company,priv-avant-mutual,Avant Mutual,Professional indemnity insurance,"Level 6, Darling Park Tower 3, 201 Sussex Street, Sydney NSW 2000",medium
sydney,Private company,priv-harris-farm,Harris Farm,Grocery retail,"Warehouse W, Sydney Markets, Parramatta Road, Homebush NSW 2140",google_maps
sydney,Private company,priv-colcap,ColCap,Non-bank lending,"Level 12, 77 Castlereagh Street, Sydney NSW 2000",google_maps
sydney,Private company,priv-nepean-consolidated,Nepean Consolidated,Industrial engineering,"2/38 Bernera Road, Prestons NSW 2170",google_maps
sydney,Private company,priv-sydney-tools,Sydney Tools,Tool & hardware retail,"102 Bonds Road, Roselands NSW 2196",google_maps
sydney,Private company,priv-nrma-motoring-services,NRMA Motoring & Services,Insurance & motoring club,"9 Murray Rose Avenue, Sydney Olympic Park NSW 2127",medium
sydney,Private company,priv-life-without-barriers,Life Without Barriers,Disability & social care,"352 Hunter Street, Newcastle NSW 2300",high
sydney,Private company,priv-northwestern-roads,Northwestern Roads,Road construction,"Wallgrove Road, Eastern Creek NSW 2766",user_provided
sydney,Private company,priv-minterellison,MinterEllison,Legal services,"Governor Macquarie Tower, 1 Farrer Place, Sydney NSW 2000",high
sydney,Private company,priv-alto,Alto,Automotive retail,"734 Pacific Highway, Chatswood NSW 2067",google_maps
sydney,Private company,priv-agnvet-management-services,AGnVET Management Services,Agribusiness services,"26-28 Banna Avenue, Griffith NSW 2680",google_maps
sydney,Private company,priv-abc-tissue,ABC Tissue,Paper & tissue manufacturing,"34-36 Redfern Street, Wetherill Park NSW 2164",google_maps
sydney,Private company,priv-australian-rugby-league-commission,Australian Rugby League Commission,Sport & entertainment,"Rugby League Central, Driver Avenue, Moore Park NSW 2021",high
sydney,Private company,priv-kennards-hire,Kennards Hire,Equipment hire,"22 Powers Road, Seven Hills NSW 2147",medium
sydney,Private company,priv-choices-flooring,Choices Flooring,Flooring retail,"118-120 Balmain Street, Richmond VIC 3121",user_provided
sydney,Private company,priv-employers-mutual,Employers Mutual,Workers compensation insurance,"Level 3, 345 George Street, Sydney NSW 2000",medium
sydney,Private company,priv-newcastle-greater-mutual-group,Newcastle Greater Mutual Group,Mutual banking,"307 King Street, Newcastle West NSW 2302",medium
sydney,Private company,priv-norco-co-op,Norco Co-op,Dairy co-operative,"107 Wilson Street, South Lismore NSW 2480",medium
sydney,Private company,priv-walker-corporation,Walker Corporation,Property development,"Level 21, Governor Macquarie Tower, 1 Farrer Place, Sydney NSW 2000",medium
sydney,Private company,priv-merivale,Merivale,Hospitality,"Level 2, 320-330 George Street, Sydney NSW 2000",google_maps
sydney,Private company,priv-stowe-australia,Stowe Australia,Electrical contracting,"10-12 Clyde Street, Rydalmere NSW 2116",user_provided
sydney,Private company,priv-anytime-fitness,Anytime Fitness,Fitness & leisure,"110 Alexander Street, Crows Nest NSW 2065",google_maps
sydney,Private company,priv-kennards-self-storage,Kennards Self Storage,Self storage,"7 Khartoum Road, Macquarie Park NSW 2113",google_maps
sydney,Private company,priv-big4-holiday-parks,BIG4 Holiday Parks,Holiday parks & tourism,"Level 2, 250 Camberwell Road, Camberwell VIC 3124",google_maps
sydney,Private company,priv-clayton-utz,Clayton Utz,Legal services,"Level 15, 1 Bligh Street, Sydney NSW 2000",high
sydney,Private company,priv-bing-lee-electrics,Bing Lee Electrics,Appliance retail,"69 Allingham Street, Condell Park NSW 2200",medium
sydney,Private company,priv-hammondcare,HammondCare,Aged & dementia care,"Level 4, 207B Pacific Highway, St Leonards NSW 2065",google_maps
sydney,Listed company,wes,Wesfarmers,Diversified Retail,"Level 14, Brookfield Place Tower 2, 123 St Georges Terrace, Perth WA 6000",high
melbourne,Listed company,bhp,BHP,Diversified Mining,"171 Collins Street, Melbourne VIC 3000",medium
melbourne,Listed company,rio,Rio Tinto,Iron Ore & Metals,"Level 43, 120 Collins Street, Melbourne VIC 3000",high
melbourne,Listed company,s32,South32,Metals & Mining,"108 St Georges Terrace, Perth WA 6000",high
melbourne,Listed company,melbourne-vcx,Vicinity Centres,Financial Services,"Level 4, Chadstone Tower One, 1341 Dandenong Road, Chadstone VIC 3148",high
melbourne,Listed company,melbourne-sek,SEEK Limited,"Technology, Media & Telecom","60 Cremorne Street, Cremorne VIC 3121",high
melbourne,Listed company,melbourne-hsn,Hansen Technologies,"Technology, Media & Telecom","2 Frederick Street, Doncaster VIC 3108",high
melbourne,Listed company,melbourne-4dx,4DMedical,Healthcare & Life Sciences,"Level 7, 700 Swanston Street, Carlton VIC 3053",medium
melbourne,Listed company,melbourne-afi,Australian Foundation Investment Company,Financial Services,"Level 21, 101 Collins Street, Melbourne VIC 3000",high
melbourne,Listed company,melbourne-amc,Amcor,Energy & Natural Resources,"Level 11, 60 City Road, Southbank VIC 3006",medium
melbourne,Listed company,melbourne-arb,ARB Corporation,Consumer & Retail,"42-44 Garden Street, Kilsyth VIC 3137",high
melbourne,Listed company,melbourne-ben,Bendigo & Adelaide Bank,Financial Services,"The Bendigo Centre, 22-44 Bath Lane, Bendigo VIC 3550",high
melbourne,Listed company,melbourne-dnl,Dyno Nobel,Energy & Natural Resources,"Level 8, 28 Freshwater Place, Southbank VIC 3006",medium
melbourne,Listed company,melbourne-gdg,Generation Development Group,Financial Services,"6 O'Connell Street, Sydney NSW 2000",google_maps
melbourne,Listed company,melbourne-ifl,Insignia Financial,Financial Services,"Level 1, 800 Bourke Street, Docklands VIC 3008",high
melbourne,Listed company,melbourne-l1g,L1 Group,Financial Services,"Level 28, 101 Collins Street, Melbourne VIC 3000",medium
melbourne,Listed company,melbourne-lov,Lovisa,Consumer & Retail,"Level 1, 818 Glenferrie Road, Hawthorn VIC 3122",google_maps
melbourne,Listed company,melbourne-lsf,L1 Long Short Fund,Financial Services,"Level 28, 101 Collins Street, Melbourne VIC 3000",medium
melbourne,Listed company,melbourne-msb,Mesoblast,Healthcare & Life Sciences,"Level 38, 55 Collins Street, Melbourne VIC 3000",medium
melbourne,Listed company,melbourne-ora,Orora,Energy & Natural Resources,"109 Burwood Road, Hawthorn VIC 3122",high
melbourne,Listed company,melbourne-pme,Pro Medicus,Healthcare & Life Sciences,"450 Swan Street, Richmond VIC 3121",high
melbourne,Listed company,melbourne-pmv,Premier Investments,Consumer & Retail,"Level 53, 101 Collins Street, Melbourne VIC 3000",high
melbourne,Listed company,melbourne-pxa,Pexa Group,Financial Services,"Level 15, Tower 5, 727 Collins Street, Docklands VIC 3008",medium
melbourne,Listed company,melbourne-reg,Regis Healthcare,Healthcare & Life Sciences,"Level 2, 615 Dandenong Road, Armadale VIC 3143",medium
melbourne,Listed company,melbourne-reh,Reece Group,Industrial Manufacturing,"118 Burwood Highway, Burwood VIC 3125",high
melbourne,Listed company,melbourne-sig,Sigma Healthcare,Healthcare & Life Sciences,"3 Myer Place, Rowville VIC 3178",high
melbourne,Listed company,melbourne-tlc,The Lottery Corporation,Consumer & Retail,"Level 21, 180 Ann Street, Brisbane QLD 4000",medium
melbourne,Listed company,melbourne-tlx,Telix Pharmaceuticals,Healthcare & Life Sciences,"55 Flemington Road, North Melbourne VIC 3051",high
melbourne,Listed company,melbourne-twe,Treasury Wine Estates,Consumer & Retail,"Level 8, 161 Collins Street, Melbourne VIC 3000",high
melbourne,Listed company,melbourne-vea,Viva Energy,Energy & Natural Resources,"720 Bourke Street, Docklands VIC 3008",high
melbourne,State agency,vic-gov-albury-wodonga-health,Albury Wodonga Health,Government,"Borella Road, Albury NSW 2640",medium
melbourne,State agency,vic-gov-alexandra-district-health,Alexandra District Health,Government,"12 Cooper Street, Alexandra VIC 3714",verified
melbourne,State agency,vic-gov-ambulance-victoria,Ambulance Victoria,Government,"375 Manningham Road, Doncaster VIC 3108",high
melbourne,State agency,vic-gov-austin-health,Austin Health,Government,"145 Studley Road, Heidelberg VIC 3084",high
melbourne,State agency,vic-gov-bairnsdale-regional-health-service,Bairnsdale Regional Health Service,Government,"122 Day Street, Bairnsdale VIC 3875",medium
melbourne,State agency,vic-gov-barwon-health,Barwon Health,Government,"University Hospital Geelong, 272-322 Ryrie Street, Geelong VIC 3220",medium
melbourne,State agency,vic-gov-benalla-health,Benalla Health,Government,"45-63 Coster Street, Benalla VIC 3672",medium
melbourne,State agency,vic-gov-bendigo-health,Bendigo Health,Government,"100 Barnard Street, Bendigo VIC 3550",high
melbourne,State agency,vic-gov-building-and-plumbing-commission,Building and Plumbing Commission,Government,"Level 19, 242 Exhibition Street, Melbourne VIC 3000",google_maps
melbourne,State agency,vic-gov-cenitex,Cenitex,Government,"Suite 9, 35 Collins Street, Melbourne VIC 3000",google_maps
melbourne,State agency,vic-gov-central-gippsland-health,Central Gippsland Health,Government,"155 Guthridge Parade, Sale VIC 3850",medium
melbourne,State agency,vic-gov-central-highlands-rural-health,Central Highlands Rural Health,Government,"17 Hospital Street, Daylesford VIC 3460",google_maps
melbourne,State agency,vic-gov-children-s-court,Children's Court,Government,"65 Kavanagh Street, Southbank VIC 3006",medium
melbourne,State agency,vic-gov-corryong-health,Corryong Health,Government,"20 Kiell Street, Corryong VIC 3707",verified
melbourne,State agency,vic-gov-country-fire-authority,Country Fire Authority,Government,"8 Lakeside Drive, Burwood East VIC 3151",high
melbourne,State agency,vic-gov-county-court,County Court,Government,"250 William Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-court-services-victoria,Court Services Victoria,Government,"223 William Street, Melbourne VIC 3000",verified
melbourne,State agency,vic-gov-department-of-education,Department of Education,Government,"2 Treasury Place, East Melbourne VIC 3002",high
melbourne,State agency,vic-gov-department-of-energy-environment-and-climate-action,"Department of Energy, Environment and Climate Action",Government,"8 Nicholson Street, East Melbourne VIC 3002",high
melbourne,State agency,vic-gov-department-of-families-fairness-and-housing,"Department of Families, Fairness and Housing",Government,"50 Lonsdale Street, Melbourne VIC 3000",high
